qualifying_position,actual_finish,predicted_finish,error
8,8,9.35974736014725,-1.3597473601472494
15,14,13.376540961212008,0.6234590387879919
20,13,16.245679247686834,-3.2456792476868337
1,1,5.342953759082494,-4.342953759082494
11,14,11.081230332032145,2.9187696679678545
11,14,11.081230332032145,2.9187696679678545
1,1,5.342953759082494,-4.342953759082494
21,10,16.819506904981797,-6.819506904981797
8,9,9.35974736014725,-0.3597473601472494
4,16,7.064436730967389,8.93556326903261
2,2,5.916781416377459,-3.916781416377459
24,15,18.540989876866693,-3.5409898768666928
10,13,10.50740267473718,2.4925973252628193
11,11,11.081230332032145,-0.08123033203214547
13,5,12.228885646622075,-7.228885646622075
7,6,8.785919702852286,-2.7859197028522864
20,16,16.245679247686834,-0.2456792476868337
17,10,14.524196275801938,-4.524196275801938
10,12,10.50740267473718,1.4925973252628193
4,18,7.064436730967389,10.93556326903261
11,3,11.081230332032145,-8.081230332032145
4,7,7.064436730967389,-0.06443673096738944
8,9,9.35974736014725,-0.3597473601472494
3,2,6.490609073672424,-4.490609073672424
17,13,14.524196275801938,-1.5241962758019376
12,13,11.655057989327112,1.344942010672888
9,8,9.933575017442216,-1.933575017442216
10,13,10.50740267473718,2.4925973252628193
15,10,13.376540961212008,-3.376540961212008
3,6,6.490609073672424,-0.4906090736724238
18,16,15.0980239330969,0.9019760669030994
15,19,13.376540961212008,5.623459038787992
13,6,12.228885646622075,-6.228885646622075
11,8,11.081230332032145,-3.0812303320321455
17,10,14.524196275801938,-4.524196275801938
13,6,12.228885646622075,-6.228885646622075
12,20,11.655057989327112,8.344942010672888
13,10,12.228885646622075,-2.228885646622075
23,21,17.96716221957173,3.0328377804282702
2,2,5.916781416377459,-3.916781416377459
13,24,12.228885646622075,11.771114353377925
18,17,15.0980239330969,1.9019760669030994
17,6,14.524196275801938,-8.524196275801938
20,18,16.245679247686834,1.7543207523131663
6,5,8.21209204555732,-3.21209204555732
12,3,11.655057989327112,-8.655057989327112
4,4,7.064436730967389,-3.0644367309673894
10,21,10.50740267473718,10.49259732526282
16,16,13.950368618506971,2.049631381493029
16,12,13.950368618506971,-1.950368618506971
9,5,9.933575017442216,-4.933575017442216
20,18,16.245679247686834,1.7543207523131663
1,2,5.342953759082494,-3.3429537590824943
5,4,7.638264388262355,-3.638264388262355
5,2,7.638264388262355,-5.638264388262355
20,16,16.245679247686834,-0.2456792476868337
11,11,11.081230332032145,-0.08123033203214547
1,1,5.342953759082494,-4.342953759082494
19,20,15.671851590391867,4.328148409608133
8,5,9.35974736014725,-4.359747360147249
13,15,12.228885646622075,2.771114353377925
1,1,5.342953759082494,-4.342953759082494
6,2,8.21209204555732,-6.21209204555732
10,6,10.50740267473718,-4.507402674737181
11,18,11.081230332032145,6.9187696679678545
11,19,11.081230332032145,7.9187696679678545
14,14,12.802713303917042,1.1972866960829585
5,3,7.638264388262355,-4.638264388262355
7,7,8.785919702852286,-1.7859197028522864
2,1,5.916781416377459,-4.916781416377459
9,5,9.933575017442216,-4.933575017442216
16,11,13.950368618506971,-2.950368618506971
3,13,6.490609073672424,6.509390926327576
4,17,7.064436730967389,9.93556326903261
5,7,7.638264388262355,-0.6382643882623551
6,5,8.21209204555732,-3.21209204555732
19,17,15.671851590391867,1.3281484096081329
10,18,10.50740267473718,7.492597325262819
23,20,17.96716221957173,2.0328377804282702
19,17,15.671851590391867,1.3281484096081329
19,15,15.671851590391867,-0.6718515903918671
10,25,10.50740267473718,14.49259732526282
2,10,5.916781416377459,4.083218583622541
5,8,7.638264388262355,0.3617356117376449
4,7,7.064436730967389,-0.06443673096738944
12,9,11.655057989327112,-2.655057989327112
3,2,6.490609073672424,-4.490609073672424
10,6,10.50740267473718,-4.507402674737181
20,17,16.245679247686834,0.7543207523131663
19,16,15.671851590391867,0.32814840960813285
1,20,5.342953759082494,14.657046240917506
15,20,13.376540961212008,6.623459038787992
3,15,6.490609073672424,8.509390926327576
2,2,5.916781416377459,-3.916781416377459
9,7,9.933575017442216,-2.933575017442216
8,19,9.35974736014725,9.64025263985275
13,16,12.228885646622075,3.771114353377925
18,19,15.0980239330969,3.9019760669030994
14,5,12.802713303917042,-7.8027133039170415
1,1,5.342953759082494,-4.342953759082494
10,9,10.50740267473718,-1.5074026747371807
17,10,14.524196275801938,-4.524196275801938
16,9,13.950368618506971,-4.950368618506971
22,15,17.393334562276763,-2.3933345622767632
18,10,15.0980239330969,-5.098023933096901
6,5,8.21209204555732,-3.21209204555732
4,2,7.064436730967389,-5.064436730967389
18,14,15.0980239330969,-1.0980239330969006
15,15,13.376540961212008,1.623459038787992
17,11,14.524196275801938,-3.5241962758019376
6,4,8.21209204555732,-4.21209204555732
4,5,7.064436730967389,-2.0644367309673894
21,20,16.819506904981797,3.1804930950182033
20,20,16.245679247686834,3.7543207523131663
4,4,7.064436730967389,-3.0644367309673894
5,6,7.638264388262355,-1.638264388262355
11,21,11.081230332032145,9.918769667967855
17,15,14.524196275801938,0.4758037241980624
22,13,17.393334562276763,-4.393334562276763
4,3,7.064436730967389,-4.064436730967389
4,4,7.064436730967389,-3.0644367309673894
7,16,8.785919702852286,7.214080297147714
5,2,7.638264388262355,-5.638264388262355
6,8,8.21209204555732,-0.21209204555731986
9,19,9.933575017442216,9.066424982557784
4,4,7.064436730967389,-3.0644367309673894
3,2,6.490609073672424,-4.490609073672424
7,18,8.785919702852286,9.214080297147714
9,7,9.933575017442216,-2.933575017442216
8,10,9.35974736014725,0.6402526398527506
8,7,9.35974736014725,-2.3597473601472494
2,1,5.916781416377459,-4.916781416377459
5,2,7.638264388262355,-5.638264388262355
15,17,13.376540961212008,3.623459038787992
12,6,11.655057989327112,-5.655057989327112
5,4,7.638264388262355,-3.638264388262355
11,10,11.081230332032145,-1.0812303320321455
21,17,16.819506904981797,0.18049309501820332
12,8,11.655057989327112,-3.655057989327112
2,2,5.916781416377459,-3.916781416377459
1,1,5.342953759082494,-4.342953759082494
12,8,11.655057989327112,-3.655057989327112
6,13,8.21209204555732,4.78790795444268
21,10,16.819506904981797,-6.819506904981797
15,13,13.376540961212008,-0.3765409612120081
18,18,15.0980239330969,2.9019760669030994
11,20,11.081230332032145,8.918769667967855
11,19,11.081230332032145,7.9187696679678545
18,7,15.0980239330969,-8.0980239330969
17,7,14.524196275801938,-7.524196275801938
10,10,10.50740267473718,-0.5074026747371807
2,1,5.916781416377459,-4.916781416377459
20,16,16.245679247686834,-0.2456792476868337
4,4,7.064436730967389,-3.0644367309673894
5,4,7.638264388262355,-3.638264388262355
17,17,14.524196275801938,2.4758037241980624
10,14,10.50740267473718,3.4925973252628193
20,10,16.245679247686834,-6.245679247686834
7,5,8.785919702852286,-3.7859197028522864
21,17,16.819506904981797,0.18049309501820332
3,1,6.490609073672424,-5.490609073672424
15,13,13.376540961212008,-0.3765409612120081
18,17,15.0980239330969,1.9019760669030994
19,19,15.671851590391867,3.328148409608133
3,15,6.490609073672424,8.509390926327576
15,10,13.376540961212008,-3.376540961212008
13,11,12.228885646622075,-1.228885646622075
15,18,13.376540961212008,4.623459038787992
9,11,9.933575017442216,1.066424982557784
1,3,5.342953759082494,-2.3429537590824943
9,24,9.933575017442216,14.066424982557784
13,9,12.228885646622075,-3.228885646622075
12,15,11.655057989327112,3.344942010672888
9,9,9.933575017442216,-0.9335750174422159
5,20,7.638264388262355,12.361735611737645
10,7,10.50740267473718,-3.5074026747371807
20,22,16.245679247686834,5.754320752313166
9,11,9.933575017442216,1.066424982557784
3,6,6.490609073672424,-0.4906090736724238
7,6,8.785919702852286,-2.7859197028522864
18,18,15.0980239330969,2.9019760669030994
20,16,16.245679247686834,-0.2456792476868337
8,5,9.35974736014725,-4.359747360147249
16,8,13.950368618506971,-5.950368618506971
8,4,9.35974736014725,-5.359747360147249
6,18,8.21209204555732,9.78790795444268
8,14,9.35974736014725,4.640252639852751
14,11,12.802713303917042,-1.8027133039170415
12,14,11.655057989327112,2.344942010672888
7,7,8.785919702852286,-1.7859197028522864
19,15,15.671851590391867,-0.6718515903918671
3,4,6.490609073672424,-2.490609073672424
7,6,8.785919702852286,-2.7859197028522864
8,5,9.35974736014725,-4.359747360147249
8,9,9.35974736014725,-0.3597473601472494
4,3,7.064436730967389,-4.064436730967389
6,14,8.21209204555732,5.78790795444268
21,20,16.819506904981797,3.1804930950182033
16,13,13.950368618506971,-0.9503686185069711
3,17,6.490609073672424,10.509390926327576
13,8,12.228885646622075,-4.228885646622075
14,20,12.802713303917042,7.1972866960829585
19,17,15.671851590391867,1.3281484096081329
6,5,8.21209204555732,-3.21209204555732
6,5,8.21209204555732,-3.21209204555732
12,11,11.655057989327112,-0.655057989327112
20,9,16.245679247686834,-7.245679247686834
18,15,15.0980239330969,-0.0980239330969006
19,12,15.671851590391867,-3.671851590391867
14,12,12.802713303917042,-0.8027133039170415
22,19,17.393334562276763,1.6066654377232368
16,16,13.950368618506971,2.049631381493029
5,22,7.638264388262355,14.361735611737645
5,4,7.638264388262355,-3.638264388262355
9,5,9.933575017442216,-4.933575017442216
3,6,6.490609073672424,-0.4906090736724238
8,3,9.35974736014725,-6.359747360147249
19,11,15.671851590391867,-4.671851590391867
4,4,7.064436730967389,-3.0644367309673894
22,20,17.393334562276763,2.6066654377232368
22,22,17.393334562276763,4.606665437723237
8,5,9.35974736014725,-4.359747360147249
11,8,11.081230332032145,-3.0812303320321455
1,6,5.342953759082494,0.6570462409175057
15,23,13.376540961212008,9.623459038787992
